nombre_feria,comuna,region,latitud,longitud,direccion,calle_principal,calle_inicio,calle_termino,dias,horario,num_puestos,fuente,archivo_origen,fecha_datos
Feria Mujeres Emprendedoras,Antofagasta,Antofagasta,-23.5725807441,-70.3800606996,Avenida Bonilla entre Vladimir Saavedra Norte entre Vladimir Saavedra Sur,Avenida Bonilla,Vladimir Saavedra Norte,Vladimir Saavedra Sur,"Viernes, Sábado, Domingo y Festivos",07:00 a 15:00 Hrs,79.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Mujeres Emprendedoras,Antofagasta,Antofagasta,-23.5725807441,-70.3800606996,Avenida Bonilla entre Vladimir Saavedra Norte entre Vladimir Saavedra Sur,Avenida Bonilla,Vladimir Saavedra Norte,Vladimir Saavedra Sur,"Viernes, Sábado, Domingo y Festivos",07:00 a 15:00 Hrs,79.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Mujeres Emprendedoras,Antofagasta,Antofagasta,-23.5725807441,-70.3800606996,Avenida Bonilla entre Vladimir Saavedra Norte entre Vladimir Saavedra Sur,Avenida Bonilla,Vladimir Saavedra Norte,Vladimir Saavedra Sur,"Viernes, Sábado, Domingo y Festivos",07:00 a 15:00 Hrs,79.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Mujeres Emprendedoras,Antofagasta,Antofagasta,-23.5725807441,-70.3800606996,Avenida Bonilla entre Vladimir Saavedra Norte entre Vladimir Saavedra Sur,Avenida Bonilla,Vladimir Saavedra Norte,Vladimir Saavedra Sur,"Viernes, Sábado, Domingo y Festivos",07:00 a 15:00 Hrs,79.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Mujeres Emprendedoras,Antofagasta,Antofagasta,-23.5725807441,-70.3800606996,Avenida Bonilla entre Vladimir Saavedra Norte entre Vladimir Saavedra Sur,Avenida Bonilla,Vladimir Saavedra Norte,Vladimir Saavedra Sur,"Viernes, Sábado, Domingo y Festivos",07:00 a 15:00 Hrs,79.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Pantaleón Cortés,Antofagasta,Antofagasta,-23.6013411558,-70.3795892696,Pantaleón Cortés entre Bandera entre Los Leones,Pantaleón Cortés,Bandera,Los Leones,Todos los días,08:00 a 16:00 Hrs,670.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Pantaleón Cortés,Antofagasta,Antofagasta,-23.6013411558,-70.3795892696,Pantaleón Cortés entre Bandera entre Los Leones,Pantaleón Cortés,Bandera,Los Leones,Todos los días,08:00 a 16:00 Hrs,670.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Pantaleón Cortés,Antofagasta,Antofagasta,-23.6013411558,-70.3795892696,Pantaleón Cortés entre Bandera entre Los Leones,Pantaleón Cortés,Bandera,Los Leones,Todos los días,08:00 a 16:00 Hrs,670.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Pantaleón Cortés,Antofagasta,Antofagasta,-23.6013411558,-70.3795892696,Pantaleón Cortés entre Bandera entre Los Leones,Pantaleón Cortés,Bandera,Los Leones,Todos los días,08:00 a 16:00 Hrs,670.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Pantaleón Cortés,Antofagasta,Antofagasta,-23.6013411558,-70.3795892696,Pantaleón Cortés entre Bandera entre Los Leones,Pantaleón Cortés,Bandera,Los Leones,Todos los días,08:00 a 16:00 Hrs,670.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Pantaleón Cortés,Antofagasta,Antofagasta,-23.6013411558,-70.3795892696,Pantaleón Cortés entre Bandera entre Los Leones,Pantaleón Cortés,Bandera,Los Leones,Todos los días,08:00 a 16:00 Hrs,670.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Pantaleón Cortés,Antofagasta,Antofagasta,-23.6013411558,-70.3795892696,Pantaleón Cortés entre Bandera entre Los Leones,Pantaleón Cortés,Bandera,Los Leones,Todos los días,08:00 a 16:00 Hrs,670.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Ex Pulgas (Arauco),Calama,Antofagasta,-22.4614545273,-68.9447322361,Arauco entre Sotomayor entre Carlos Cistérnas,Arauco,Sotomayor,Carlos Cistérnas,Lunes,10:00 a 16:00 Hrs,500.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Ex Pulgas (Bolivia),Calama,Antofagasta,-22.4402804619,-68.9299954657,Bolivia entre Ejercito entre Avenida Grecia,Bolivia,Ejercito,Avenida Grecia,Martes,10:00 a 16:00 Hrs,500.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Ex Pulgas (Brasilia),Calama,Antofagasta,-22.4598643101,-68.9349056292,Brasilia entre Sotomayor entre José María Caro,Brasilia,Sotomayor,José María Caro,Sábado,10:00 a 16:00 Hrs,500.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Ex Pulgas (Hamburgo),Calama,Antofagasta,-22.4481069712,-68.9367481215,Hamburgo entre Hernán Cortés entre Diego de Almagro,Hamburgo,Hernán Cortés,Diego de Almagro,Miércoles,10:00 a 16:00 Hrs,500.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Ex Pulgas (Pedro de Valdivia),Calama,Antofagasta,-22.4592536264,-68.9400715176,Pedro de Valdivia entre Carlos Cistérnas - Tocopilla entre Quetena - Juan António Ríos - Arauco,Pedro de Valdivia,Carlos Cistérnas - Tocopilla,Quetena - Juan António Ríos - Arauco,Domingo,10:00 a 16:00 Hrs,500.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Rotativa (Arauco),Calama,Antofagasta,-22.4581175848,-68.9449461848,Arauco entre Carlos Cisternas entre Hurtado Mendóza,Arauco,Carlos Cisternas,Hurtado Mendóza,Lunes,08:00 a 16:00 Hrs,238.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Rotativa (Avenida Grecia),Calama,Antofagasta,-22.4771421374,-68.9300085634,Avenida Grecia entre Turi entre Quemazón,Avenida Grecia,Turi,Quemazón,Domingo,08:00 a 16:00 Hrs,238.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Rotativa (Brasilia),Calama,Antofagasta,-22.4650898388,-68.9353627654,Brasilia entre Paula Jara Quemada entre Sotomayor,Brasilia,Paula Jara Quemada,Sotomayor,Sábado,08:00 a 16:00 Hrs,238.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Rotativa (Ejercito),Calama,Antofagasta,-22.44120575,-68.9290008659,Ejercito entre Independencia entre Alejándro Rodríguez,Ejercito,Independencia,Alejándro Rodríguez,Martes,08:00 a 16:00 Hrs,238.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Rotativa (Gabriela Mistral),Calama,Antofagasta,-22.4737362843,-68.9265530741,Gabriela Mistral entre Turi entre Esmeralda,Gabriela Mistral,Turi,Esmeralda,Jueves,08:00 a 16:00 Hrs,238.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Rotativa (Hamburgo),Calama,Antofagasta,-22.4512849396,-68.9373890935,Hamburgo entre Maipú entre Hernán Cortés,Hamburgo,Maipú,Hernán Cortés,Miércoles,08:00 a 16:00 Hrs,238.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Rotativa (Lord Cochrane),Calama,Antofagasta,-22.443589672,-68.9220959216,Lord Cochrane entre Ernesto Riquelme entre Mateo Toro Zambrano,Lord Cochrane,Ernesto Riquelme,Mateo Toro Zambrano,Viernes,08:00 a 16:00 Hrs,238.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Rotativa (Nueva Poniente),Calama,Antofagasta,-22.4506215008,-68.9182394092,Nueva Poniente entre Nueva Norte entre 7 Norte,Nueva Poniente,Nueva Norte,7 Norte,Jueves,08:00 a 16:00 Hrs,238.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Las Pulgas,María Elena,Antofagasta,-22.3450482925,-69.6633060094,Ignacio Carrera Pinto entre Ignacio Carrera Pinto entre José Santos Ossa,Ignacio Carrera Pinto,Ignacio Carrera Pinto,José Santos Ossa,Sábado y Domingo,08:00 a 16:00 Hrs,,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Las Pulgas,María Elena,Antofagasta,-22.3450482925,-69.6633060094,Ignacio Carrera Pinto entre Ignacio Carrera Pinto entre José Santos Ossa,Ignacio Carrera Pinto,Ignacio Carrera Pinto,José Santos Ossa,Sábado y Domingo,08:00 a 16:00 Hrs,,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Manuel Rodríguez,María Elena,Antofagasta,-22.345088146,-69.6632436944,Ignacio Carrera Pinto entre Ignacio Carrera Pinto entre José Santos Ossa,Ignacio Carrera Pinto,Ignacio Carrera Pinto,José Santos Ossa,Sábado y Domingo,08:00 a 16:00 Hrs,,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Manuel Rodríguez,María Elena,Antofagasta,-22.345088146,-69.6632436944,Ignacio Carrera Pinto entre Ignacio Carrera Pinto entre José Santos Ossa,Ignacio Carrera Pinto,Ignacio Carrera Pinto,José Santos Ossa,Sábado y Domingo,08:00 a 16:00 Hrs,,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Internacional Bolivia - Chile,Ollagüe,Antofagasta,-21.2133826241,-68.2295345043,"Frontera Chile - Bolivia, Ollague entre Sin Nombre entre Sin Nombre","Frontera Chile - Bolivia, Ollague",Sin Nombre,Sin Nombre,Último Domingo de cada mes,09:00 a 17:30 Hrs,35.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria de las Pulgas,Ollagüe,Antofagasta,-21.2255399185,-68.2558510569,"Avenida O'Higgins, Plaza de Armas, Ollague. entre Avenida O'Higgins, Plaza de Armas, Ollague. entre Avenida O'Higgins, Plaza de Armas, Ollague.","Avenida O'Higgins, Plaza de Armas, Ollague.","Avenida O'Higgins, Plaza de Armas, Ollague.","Avenida O'Higgins, Plaza de Armas, Ollague.",Primer Miércoles de cada mes,09:00 a 17:30 Hrs,15.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Apoyo a la Comunidad,San Pedro De Atacama,Antofagasta,-22.9094301093,-68.1986625951,Guatín - Linzor entre Guatín - Linzor entre Las Parinas,Guatín - Linzor,Guatín - Linzor,Las Parinas,De Martes a Domingo,10:00 a 20:00 Hrs,35.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Apoyo a la Comunidad,San Pedro De Atacama,Antofagasta,-22.9094301093,-68.1986625951,Guatín - Linzor entre Guatín - Linzor entre Las Parinas,Guatín - Linzor,Guatín - Linzor,Las Parinas,De Martes a Domingo,10:00 a 20:00 Hrs,35.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Apoyo a la Comunidad,San Pedro De Atacama,Antofagasta,-22.9094301093,-68.1986625951,Guatín - Linzor entre Guatín - Linzor entre Las Parinas,Guatín - Linzor,Guatín - Linzor,Las Parinas,De Martes a Domingo,10:00 a 20:00 Hrs,35.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Apoyo a la Comunidad,San Pedro De Atacama,Antofagasta,-22.9094301093,-68.1986625951,Guatín - Linzor entre Guatín - Linzor entre Las Parinas,Guatín - Linzor,Guatín - Linzor,Las Parinas,De Martes a Domingo,10:00 a 20:00 Hrs,35.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Apoyo a la Comunidad,San Pedro De Atacama,Antofagasta,-22.9094301093,-68.1986625951,Guatín - Linzor entre Guatín - Linzor entre Las Parinas,Guatín - Linzor,Guatín - Linzor,Las Parinas,De Martes a Domingo,10:00 a 20:00 Hrs,35.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Apoyo a la Comunidad,San Pedro De Atacama,Antofagasta,-22.9094301093,-68.1986625951,Guatín - Linzor entre Guatín - Linzor entre Las Parinas,Guatín - Linzor,Guatín - Linzor,Las Parinas,De Martes a Domingo,10:00 a 20:00 Hrs,35.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Apoyo a la Comunidad,San Pedro De Atacama,Antofagasta,-22.9094301093,-68.1986625951,Guatín - Linzor entre Guatín - Linzor entre Las Parinas,Guatín - Linzor,Guatín - Linzor,Las Parinas,De Martes a Domingo,10:00 a 20:00 Hrs,35.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Mercado Campesino (INDAP),San Pedro De Atacama,Antofagasta,-22.91087581,-68.2003730849,Vilama entre Gustavo Le Paige entre Sin Nombre,Vilama,Gustavo Le Paige,Sin Nombre,Primer Martes de cada mes,10:00 a 20:00 Hrs,25.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria de las Pulgas,Taltal,Antofagasta,-25.4059311777,-70.4737348583,Luis Godoy entre 21 de Mayo entre Santo Domingo,Luis Godoy,21 de Mayo,Santo Domingo,Sábado,09:00 a 15:00 Hrs,,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Agrupación de Comerciantes Independientes de Tocopilla,Tocopilla,Antofagasta,-22.0884260155,-70.1950234638,"Avenida 18 de Septiembre, Pista Oriente entre O'Higgins entre Santa Rosa","Avenida 18 de Septiembre, Pista Oriente",O'Higgins,Santa Rosa,Domingo,09:00 a 16:00 Hrs,165.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Organización Socio Cultural y Deportiva Feria Callejón (Carrera),Tocopilla,Antofagasta,-22.0889002434,-70.1945601339,Carrera entre Avenida 18 de Septiembre entre Sucre,Carrera,Avenida 18 de Septiembre,Sucre,Domingo,09:00 a 16:00 Hrs,50.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Organización Socio Cultural y Deportiva Feria Callejón (Macuada),Tocopilla,Antofagasta,-22.0880371037,-70.1931654806,Pasaje Marcos Macuada entre Carrera entre Del Rosario,Pasaje Marcos Macuada,Carrera,Del Rosario,Domingo,09:00 a 16:00 Hrs,50.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Agrecomi y Alto vuelo,Arica,Arica y Parinacota,-18.4760137786,-70.2837950888,Esteban Rios entre Las Acacias entre Las Camelias,Esteban Rios,Las Acacias,Las Camelias,Jueves,08:00 a 18:00 Hrs,76.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Camino a las Pesqueras y mirador Pacifico,Arica,Arica y Parinacota,-18.4961289022,-70.3050990874,Ignacio de Loyola entre Tito Canepa entre Arcadio Castillo,Ignacio de Loyola,Tito Canepa,Arcadio Castillo,"Miércoles, Sábado y Domingo",08:00 a 15:00 Hrs,38.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Camino a las Pesqueras y mirador Pacifico,Arica,Arica y Parinacota,-18.4961289022,-70.3050990874,Ignacio de Loyola entre Tito Canepa entre Arcadio Castillo,Ignacio de Loyola,Tito Canepa,Arcadio Castillo,"Miércoles, Sábado y Domingo",08:00 a 15:00 Hrs,38.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Camino a las Pesqueras y mirador Pacifico,Arica,Arica y Parinacota,-18.4961289022,-70.3050990874,Ignacio de Loyola entre Tito Canepa entre Arcadio Castillo,Ignacio de Loyola,Tito Canepa,Arcadio Castillo,"Miércoles, Sábado y Domingo",08:00 a 15:00 Hrs,38.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Esperanza 1,Arica,Arica y Parinacota,-18.4718624352,-70.2973042819,Alejandro Azolas entre Gonzalo Cerda entre Bonn,Alejandro Azolas,Gonzalo Cerda,Bonn,Martes,08:00 a 18:00 Hrs,95.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Esperanza 2,Arica,Arica y Parinacota,-18.4832941665,-70.3026432925,Anibal Pinto entre Galvarino Riberos entre Sargento Aldea,Anibal Pinto,Galvarino Riberos,Sargento Aldea,Miércoles,08:00 a 18:00 Hrs,95.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Esperanza 3,Arica,Arica y Parinacota,-18.4745716842,-70.2868076926,Raúl Araya entre Esteban Rios entre Cucardas,Raúl Araya,Esteban Rios,Cucardas,Jueves,08:00 a 18:00 Hrs,95.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Esperanza 4,Arica,Arica y Parinacota,-18.4962422654,-70.2986337685,Mataveri entre Edmundo Flores entre Tucapel,Mataveri,Edmundo Flores,Tucapel,Viernes,08:00 a 18:00 Hrs,95.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Esperanza 5,Arica,Arica y Parinacota,-18.4486344099,-70.2945991517,Chorrillos entre Andalien entre Cancha Rayada,Chorrillos,Andalien,Cancha Rayada,Sábado,08:00 a 18:00 Hrs,95.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Esperanza 6,Arica,Arica y Parinacota,-18.4741629028,-70.3075154182,Av Santa María entre Romulo Peña entre Juan Antonio Rios,Av Santa María,Romulo Peña,Juan Antonio Rios,Domingo,08:00 a 18:00 Hrs,95.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Sector Ignacio de Loyola,Arica,Arica y Parinacota,-18.4990778952,-70.3081035973,Ignacio de Loyola entre Volcan Cotacotani entre Volcán Tacora,Ignacio de Loyola,Volcan Cotacotani,Volcán Tacora,"Viernes, Sábado y Domingo",09:00 a 18:00 Hrs,184.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Sector Ignacio de Loyola,Arica,Arica y Parinacota,-18.4990778952,-70.3081035973,Ignacio de Loyola entre Volcan Cotacotani entre Volcán Tacora,Ignacio de Loyola,Volcan Cotacotani,Volcán Tacora,"Viernes, Sábado y Domingo",09:00 a 18:00 Hrs,184.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Sector Ignacio de Loyola,Arica,Arica y Parinacota,-18.4990778952,-70.3081035973,Ignacio de Loyola entre Volcan Cotacotani entre Volcán Tacora,Ignacio de Loyola,Volcan Cotacotani,Volcán Tacora,"Viernes, Sábado y Domingo",09:00 a 18:00 Hrs,184.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Caldera (Circunbalación Blanco Encalada),Caldera,Atacama,-27.0735094598,-70.8117143455,Circunvalación Blanco Encalada entre Esmeralda entre Avenida Arica,Circunvalación Blanco Encalada,Esmeralda,Avenida Arica,Domingo,09:00 a 15:00 Hrs,37.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Caldera (Isla Picton),Caldera,Atacama,-27.0693633531,-70.8264037208,Isla Picton entre Carvallo entre Agustín Edwards,Isla Picton,Carvallo,Agustín Edwards,Martes,09:00 a 15:00 Hrs,37.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Caldera (Ossas Varas),Caldera,Atacama,-27.0676467641,-70.8159448761,Ossas Varas entre Mateo Palacios entre Avenida La Paz,Ossas Varas,Mateo Palacios,Avenida La Paz,Jueves,09:00 a 15:00 Hrs,37.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Dominical,Chañaral,Atacama,-26.3441830153,-70.6139637284,O'Higgins entre Rancagua entre Almirante Latorre,O'Higgins,Rancagua,Almirante Latorre,Domingo,08:00 a 15:30 Hrs,130.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Copiapó (Avenida Circunvalación),Copiapó,Atacama,-27.3745193619,-70.3121057998,Avenida Circunvalación entre Eleuterio Ramírez entre Carlos Van Buren,Avenida Circunvalación,Eleuterio Ramírez,Carlos Van Buren,Martes,09:00 a 15:00 Hrs,230.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Copiapó (Avenida Circunvalación2),Copiapó,Atacama,-27.3658822667,-70.3220938477,Avenida Circunvalación entre Colo Colo entre Avenida Lastarrias,Avenida Circunvalación,Colo Colo,Avenida Lastarrias,Sábado y Domingo,09:00 a 15:00 Hrs,317.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Copiapó (Avenida Circunvalación2),Copiapó,Atacama,-27.3658822667,-70.3220938477,Avenida Circunvalación entre Colo Colo entre Avenida Lastarrias,Avenida Circunvalación,Colo Colo,Avenida Lastarrias,Sábado y Domingo,09:00 a 15:00 Hrs,317.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Copiapó (Avenida Copayapu),Copiapó,Atacama,-27.3777996094,-70.3205696029,Avenida Copayapu entre Luis Flores entre Conrado Araya,Avenida Copayapu,Luis Flores,Conrado Araya,Jueves y Viernes,09:00 a 15:00 Hrs,215.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Copiapó (Avenida Copayapu),Copiapó,Atacama,-27.3777996094,-70.3205696029,Avenida Copayapu entre Luis Flores entre Conrado Araya,Avenida Copayapu,Luis Flores,Conrado Araya,Jueves y Viernes,09:00 a 15:00 Hrs,215.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Copiapó (Avenida El Chañar),Copiapó,Atacama,-27.3626503514,-70.3086464587,Avenida El Chañar entre Carlos Condell entre Avenida Pablo Neruda,Avenida El Chañar,Carlos Condell,Avenida Pablo Neruda,Miércoles,09:00 a 15:00 Hrs,160.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Diego de Almagro (Diego de Almagro),Diego De Almagro,Atacama,-26.3882869835,-70.048038318,Avenida Colipi entre Lastarrias entre Avenida Diego de Almagro,Avenida Colipi,Lastarrias,Avenida Diego de Almagro,Sábado,06:30 a 15:30 Hrs,120.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Diego de Almagro (El Salvador),Diego De Almagro,Atacama,-26.2463063625,-69.6242831281,Avenida Potrerillos entre Chañar de las Animas entre Andacollo,Avenida Potrerillos,Chañar de las Animas,Andacollo,Cada quince días,06:30 a 15:30 Hrs,70.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Los Jubilados,Freirina,Atacama,-28.5066536059,-71.0815890025,Avenida Las Heras entre Carlos Condell entre Orella,Avenida Las Heras,Carlos Condell,Orella,Una vez al mes (Quincena),08:00 a 14:00 Hrs,85.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria de Emprendedores,Freirina,Atacama,-28.5087339806,-71.0784824267,Plaza de Armas Freirina entre Templo entre Riquelme,Plaza de Armas Freirina,Templo,Riquelme,Viernes,08:00 a 14:00 Hrs,30.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Mercado Campesino,Huasco,Atacama,-28.4635995225,-71.2222719062,Costado Municipalidad entre Serrano entre Frente a Banco Estado,Costado Municipalidad,Serrano,Frente a Banco Estado,Viernes,09:00 a 14:00 Hrs,10.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Vallenar (Baquedano),Vallenar,Atacama,-28.576829689,-70.7500734195,Manuel de Salas entre Victoria entre Miguel de Cervantes,Manuel de Salas,Victoria,Miguel de Cervantes,Sábado,07:00 a 16:00 Hrs,105.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Vallenar (Centro),Vallenar,Atacama,-28.5733322607,-70.767915592,Avenida Matta entre Arturo Prat entre Avenida Costanera,Avenida Matta,Arturo Prat,Avenida Costanera,Domingo,07:00 a 16:00 Hrs,145.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Vallenar (Hermanos Carrera),Vallenar,Atacama,-28.5677828915,-70.7649676404,Carmen entre Manuel Búlnes entre Esmeralda,Carmen,Manuel Búlnes,Esmeralda,Viernes,07:00 a 16:00 Hrs,86.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Vallenar (Quinta Valle),Vallenar,Atacama,-28.5827633826,-70.747898437,Chañar entre Arturo Prat entre Serrano,Chañar,Arturo Prat,Serrano,Miércoles,07:00 a 16:00 Hrs,20.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Vallenar (Torreblanca),Vallenar,Atacama,-28.5870116208,-70.7561788233,Pascual Baburizza entre Avenida Manutara entre Avenida Matucana,Pascual Baburizza,Avenida Manutara,Avenida Matucana,Martes,07:00 a 16:00 Hrs,84.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Vallenar (Ventanas),Vallenar,Atacama,-28.580609688,-70.7447263276,Paraguay entre José Miguél Carrera entre Avenida Argentina,Paraguay,José Miguél Carrera,Avenida Argentina,Jueves,07:00 a 16:00 Hrs,12.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Libre Vallenar (Vista Alegre),Vallenar,Atacama,-28.5895037024,-70.7600671042,Río del Carmen entre Avenida Los Escritores entre Río Tránsito,Río del Carmen,Avenida Los Escritores,Río Tránsito,Jueves,07:00 a 16:00 Hrs,36.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
AG de campesinos Los torreones,Aisén,Aysen del General Carlos Ibanez del Campo,-45.423697,-72.415384,Los Torreones entre Los Torreones entre Los Torreones,Los Torreones,Los Torreones,Los Torreones,No definido,08:00 a 14:00 Hrs,1.0,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Asociación Gremial Feria Libre Aysén F.L.A.A.G.,Aisén,Aysen del General Carlos Ibanez del Campo,-45.4075927458,-72.6977062048,Teniente Merino # 630 entre Teniente Merino # 630 entre Teniente Merino # 630,Teniente Merino # 630,Teniente Merino # 630,Teniente Merino # 630,Martes a Domingo,10:00 a 19:00 Hrs,,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Asociación Gremial Feria Libre Aysén F.L.A.A.G.,Aisén,Aysen del General Carlos Ibanez del Campo,-45.4075927458,-72.6977062048,Teniente Merino # 630 entre Teniente Merino # 630 entre Teniente Merino # 630,Teniente Merino # 630,Teniente Merino # 630,Teniente Merino # 630,Martes a Domingo,10:00 a 19:00 Hrs,,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Asociación Gremial Feria Libre Aysén F.L.A.A.G.,Aisén,Aysen del General Carlos Ibanez del Campo,-45.4075927458,-72.6977062048,Teniente Merino # 630 entre Teniente Merino # 630 entre Teniente Merino # 630,Teniente Merino # 630,Teniente Merino # 630,Teniente Merino # 630,Martes a Domingo,10:00 a 19:00 Hrs,,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Asociación Gremial Feria Libre Aysén F.L.A.A.G.,Aisén,Aysen del General Carlos Ibanez del Campo,-45.4075927458,-72.6977062048,Teniente Merino # 630 entre Teniente Merino # 630 entre Teniente Merino # 630,Teniente Merino # 630,Teniente Merino # 630,Teniente Merino # 630,Martes a Domingo,10:00 a 19:00 Hrs,,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Asociación Gremial Feria Libre Aysén F.L.A.A.G.,Aisén,Aysen del General Carlos Ibanez del Campo,-45.4075927458,-72.6977062048,Teniente Merino # 630 entre Teniente Merino # 630 entre Teniente Merino # 630,Teniente Merino # 630,Teniente Merino # 630,Teniente Merino # 630,Martes a Domingo,10:00 a 19:00 Hrs,,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Asociación Gremial Feria Libre Aysén F.L.A.A.G.,Aisén,Aysen del General Carlos Ibanez del Campo,-45.4075927458,-72.6977062048,Teniente Merino # 630 entre Teniente Merino # 630 entre Teniente Merino # 630,Teniente Merino # 630,Teniente Merino # 630,Teniente Merino # 630,Martes a Domingo,10:00 a 19:00 Hrs,,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
Feria Comité Hortofrutícola,Aisén,Aysen del General Carlos Ibanez del Campo,-45.3991795,-72.687463,Calle Moraleda 1550 entre Calle Moraleda 1550 entre Calle Moraleda 1550,Calle Moraleda 1550,Calle Moraleda 1550,Calle Moraleda 1550,Sábado,10:00 a 19:00 Hrs,,odepa_dspace,Ferias_Pais_PowerBI.xlsx,
